"Type","Categories","SKU","Name","Published","Visibility in catalog","In stock?","Regular price","Sale price","Attribute 1 name","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 visible","Attribute 2 global","Images","Attribute 1 value(s)","Attribute 2 value(s)","Parent"
"variation","","SKUE55334-Green","Vintage Floral Oil Printting Short Sleeve Shirts-Green",1,"visible",1,15.99,15.99,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/AF/BD/3bae82f4-0a38-4b82-bbe8-c760a6995fbf.jpg","Green","","SKUE55334"
"variation","","SKUE55334-Yellow","Vintage Floral Oil Printting Short Sleeve Shirts-Yellow",1,"visible",1,15.99,15.99,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/52/0F/dfcb1f89-19a5-4e2a-9f74-9b979535819b.jpeg","Yellow","","SKUE55334"
"variation","","SKUE55334-Blue","Vintage Floral Oil Printting Short Sleeve Shirts-Blue",1,"visible",1,15.99,15.99,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/93/DC/99106ef3-534c-4b81-8865-28c288565d72.jpg","Blue","","SKUE55334"
"variable","T-Shirts","SKUF89217","Cotton Cartoon Astronaut Print T-Shirts",1,"visible",1,11.09,"8.9900","Color",1,1,"Size",1,1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/A9/4C/1dfaee43-e7de-4de3-b378-36e7af51a200.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/EA/47/23443a1d-eed3-48b1-8997-6b0f2997c6b0.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/B6/43/7297573b-1475-4c73-91ba-288738a8d20d.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/4D/0E/c27c0f50-b676-4dda-8133-d43d8e6d514e.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/7B/52/2f4ddb0d-03bd-49b3-9183-3b0499b77454.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/35/C3/3bca340e-b6b9-457c-8a2a-4822baa159a8.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/C8/5F/80c52eb0-d654-4d6b-ba22-334ce8a23126.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/91/D2/a2e594f3-3dd4-4a50-921a-e9b356b3d3cd.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/84/2C/a945dea1-d122-4e08-b839-f93042d0991f.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/71/0B/c379ac42-6f42-4ec0-9d28-95d4b0ca298d.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/13/73/6a16587c-c9f9-4e56-ae74-32efbfc26318.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/22/F7/0bcc4d38-a664-4f99-8ee2-d33b12b5ea66.jpg,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/71/0B/c379ac42-6f42-4ec0-9d28-95d4b0ca298d.jpg,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/13/73/6a16587c-c9f9-4e56-ae74-32efbfc26318.jpg,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/26/ED/3dc03107-006a-463e-b221-943e55c73542.jpg,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/65/C9/84f1a4de-2596-4986-b253-1e2dd5966bbf.jpg,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/60/58/4d6ce34b-161d-4cf8-bbad-4bdd4d78764a.jpg","Khaki,Grey,Orange,White,Blue,Black","ASIA L,ASIA XL,ASIA 2XL,ASIA 3XL",""
"variation","","SKUF89217-Khaki","Cotton Cartoon Astronaut Print T-Shirts-Khaki",1,"visible",1,11.09,"8.9900","Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/22/F7/0bcc4d38-a664-4f99-8ee2-d33b12b5ea66.jpg","Khaki","","SKUF89217"
"variation","","SKUF89217-Grey","Cotton Cartoon Astronaut Print T-Shirts-Grey",1,"visible",1,11.09,"8.9900","Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/71/0B/c379ac42-6f42-4ec0-9d28-95d4b0ca298d.jpg","Grey","","SKUF89217"
"variation","","SKUF89217-Orange","Cotton Cartoon Astronaut Print T-Shirts-Orange",1,"visible",1,11.09,"8.9900","Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/13/73/6a16587c-c9f9-4e56-ae74-32efbfc26318.jpg","Orange","","SKUF89217"
"variation","","SKUF89217-White","Cotton Cartoon Astronaut Print T-Shirts-White",1,"visible",1,11.09,"8.9900","Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/26/ED/3dc03107-006a-463e-b221-943e55c73542.jpg","White","","SKUF89217"
"variation","","SKUF89217-Blue","Cotton Cartoon Astronaut Print T-Shirts-Blue",1,"visible",1,11.09,"8.9900","Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/65/C9/84f1a4de-2596-4986-b253-1e2dd5966bbf.jpg","Blue","","SKUF89217"
"variation","","SKUF89217-Black","Cotton Cartoon Astronaut Print T-Shirts-Black",1,"visible",1,11.09,"8.9900","Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/60/58/4d6ce34b-161d-4cf8-bbad-4bdd4d78764a.jpg","Black","","SKUF89217"
"variable","Henley Shirts","SKUH01759","Solid Color Waffle Henley Shirt",1,"visible",1,21.99,19.79,"Color",1,1,"Size",1,1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/C0/FB/9a364d06-0fa7-4a7a-9b28-a89fade88a17.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/A0/A2/899f2d9a-39a3-4332-943b-21c27ed981c8.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/BD/43/028eff3a-664d-42f1-be9e-8dc3a05a5ce9.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/BF/49/5618ecfb-5875-4f52-985f-e62651383cff.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/96/C7/ed2844da-a3f1-4c4f-b033-66a4ff3ae544.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/B4/12/b3de2e09-b163-4af9-937d-4c8fdfc44a8a.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/8A/FD/453b1447-8d94-4f72-ba15-f1f2cd7be22a.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/D9/C5/33ea0435-75da-406f-812d-5241ea85c59f.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/33/70/fc8ad3d8-4e7d-4711-8cfb-b114a4a05d81.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/C0/FB/9a364d06-0fa7-4a7a-9b28-a89fade88a17.jpg,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/BD/43/028eff3a-664d-42f1-be9e-8dc3a05a5ce9.jpg,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/BF/49/5618ecfb-5875-4f52-985f-e62651383cff.jpg","Green,Blue,Beige","ASIA L,ASIA XL,ASIA 2XL,ASIA 3XL,ASIA 4XL",""
"variation","","SKUH01759-Green","Solid Color Waffle Henley Shirt-Green",1,"visible",1,21.99,19.79,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/C0/FB/9a364d06-0fa7-4a7a-9b28-a89fade88a17.jpg","Green","","SKUH01759"
"variation","","SKUH01759-Blue","Solid Color Waffle Henley Shirt-Blue",1,"visible",1,21.99,19.79,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/BD/43/028eff3a-664d-42f1-be9e-8dc3a05a5ce9.jpg","Blue","","SKUH01759"
"variation","","SKUH01759-Beige","Solid Color Waffle Henley Shirt-Beige",1,"visible",1,21.99,19.79,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/BF/49/5618ecfb-5875-4f52-985f-e62651383cff.jpg","Beige","","SKUH01759"
"variable","Two Pieces Outfits","SKUF75125","Corduroy Solid Patch Pocket Outfits",1,"visible",1,29.89,29.89,"Color",1,1,"Size",1,1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/CE/19/0798e7e2-2a99-40d2-8105-dd6c22f13603.jpeg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/71/AB/0a10f52c-18a7-4554-9371-f08322e05abc.jpeg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/71/4E/ec643953-07f5-44c8-81cb-93ce92606378.jpeg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/52/22/1993c190-8588-443a-a16d-c4be1ae39d03.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/71/EC/a04f66fe-c70d-4f7d-8e19-2e412c880966.jpeg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/CE/56/c85b5f4f-af5c-4b46-8657-ac80e8b16b9c.jpeg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/6E/8C/1989b4ca-7270-4c74-9520-d1c9bc7e7f79.jpeg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/12/01/4ac71a31-c7f0-4eda-9d3b-64a9e3b74f7a.jpeg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/70/00/c536deeb-4ea2-44da-a14e-7a6612a562d9.jpeg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/72/CC/5617ef7b-7002-4d03-a084-ba9bdfe3b5a3.jpeg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/B4/F9/9b59d5c5-933f-4e32-8575-7f456c5bea32.jpeg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/29/FE/f1c8cdce-2965-46b4-99a2-1a86fdbb6587.jpeg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/52/22/1993c190-8588-443a-a16d-c4be1ae39d03.jpg,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/71/4E/ec643953-07f5-44c8-81cb-93ce92606378.jpeg,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/CE/19/0798e7e2-2a99-40d2-8105-dd6c22f13603.jpeg","Green,Blue,Yellow","ASIA L,ASIA XL,ASIA 2XL,ASIA 3XL,ASIA 4XL",""
"variation","","SKUF75125-Green","Corduroy Solid Patch Pocket Outfits-Green",1,"visible",1,29.89,29.89,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/52/22/1993c190-8588-443a-a16d-c4be1ae39d03.jpg","Green","","SKUF75125"
"variation","","SKUF75125-Blue","Corduroy Solid Patch Pocket Outfits-Blue",1,"visible",1,29.89,29.89,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/71/4E/ec643953-07f5-44c8-81cb-93ce92606378.jpeg","Blue","","SKUF75125"
"variation","","SKUF75125-Yellow","Corduroy Solid Patch Pocket Outfits-Yellow",1,"visible",1,29.89,29.89,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/CE/19/0798e7e2-2a99-40d2-8105-dd6c22f13603.jpeg","Yellow","","SKUF75125"
"variable","Henley Shirts","SKUA44469","Cotton Vintage Solid Henley Shirt",1,"visible",1,15.14,15.14,"Color",1,1,"Size",1,1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/AE/24/8e681346-64cb-432f-8ba1-caa4e8fdfe0c.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/A8/08/363fc7f6-a78e-48b7-a460-b8a269b01147.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/16/83/666258ad-7223-4b30-bfe9-db698fe31ac3.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/06/7D/6a4c5ac7-c711-490d-b50d-f4eccf170c02.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/86/CD/0873a7e6-eb58-403a-af4d-b7da37d10b2c.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/08/EF/40756f1c-71e2-43f8-83ca-3b69fc0df3e2.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/06/7D/6a4c5ac7-c711-490d-b50d-f4eccf170c02.jpg,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/AE/24/8e681346-64cb-432f-8ba1-caa4e8fdfe0c.jpg,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/A8/08/363fc7f6-a78e-48b7-a460-b8a269b01147.jpg,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/86/CD/0873a7e6-eb58-403a-af4d-b7da37d10b2c.jpg,https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/16/83/666258ad-7223-4b30-bfe9-db698fe31ac3.jpg","Grey,Dark Green,Dark Blue,Khaki,Yellow","ASIA L,ASIA XL,ASIA 2XL,ASIA 3XL,ASIA 4XL,ASIA 5XL,ASIA 6XL",""
"variation","","SKUA44469-Grey","Cotton Vintage Solid Henley Shirt-Grey",1,"visible",1,15.14,15.14,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/06/7D/6a4c5ac7-c711-490d-b50d-f4eccf170c02.jpg","Grey","","SKUA44469"
"variation","","SKUA44469-Dark Green","Cotton Vintage Solid Henley Shirt-Dark Green",1,"visible",1,15.14,15.14,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/AE/24/8e681346-64cb-432f-8ba1-caa4e8fdfe0c.jpg","Dark Green","","SKUA44469"
"variation","","SKUA44469-Dark Blue","Cotton Vintage Solid Henley Shirt-Dark Blue",1,"visible",1,15.14,15.14,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/A8/08/363fc7f6-a78e-48b7-a460-b8a269b01147.jpg","Dark Blue","","SKUA44469"
"variation","","SKUA44469-Khaki","Cotton Vintage Solid Henley Shirt-Khaki",1,"visible",1,15.14,15.14,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/86/CD/0873a7e6-eb58-403a-af4d-b7da37d10b2c.jpg","Khaki","","SKUA44469"
"variation","","SKUA44469-Yellow","Cotton Vintage Solid Henley Shirt-Yellow",1,"visible",1,15.14,15.14,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/ser1/newchic/images/16/83/666258ad-7223-4b30-bfe9-db698fe31ac3.jpg","Yellow","","SKUA44469"
"variable","T-Shirts","SKUE67015","Cotton Plain Chest Pocket Home Casual T-Shirt",1,"visible",1,10.09,10.09,"Color",1,1,"Size",1,1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/C1/BA/93d5c0e2-ce44-4852-9a8a-02ce532e9d38.jpeg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/35/6D/5ef67636-f7c2-41ce-8037-49c93146abc3.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/A1/7D/abba773c-0c24-48c6-83cd-8caacc2eff2f.jpeg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/29/F0/fcc4fc3d-8de7-41b5-b884-3bffa6fed821.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/13/8A/1b5cc302-c6ed-414a-b8ed-4baa7daf927b.jpg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/CE/F2/70330753-1793-4e77-8f23-f77e31fc2a8d.jpeg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/CF/3F/e26fc625-e2fd-42a0-aaae-c12b924f1929.jpeg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/4A/1C/28429f65-eafa-4f60-9514-f5a8db928dc7.jpeg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/3C/37/62550bcb-5c73-4735-a685-a762a77820b5.jpeg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/78/66/cd48a004-4429-4ac8-a723-2f09d6b83312.jpeg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/D7/8E/00322f0f-841a-4848-b85f-6fa5d2fcffaa.jpeg?s=702x936,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/1F/E9/56f2de31-72a9-4819-a1d3-7e9018e5f3ed.jpeg,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/A9/B3/7cb0bc92-eb4a-426a-8880-66f53caed6b1.jpg,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/8E/37/2c03bb96-47a8-4eac-926e-2d63e6fa6722.jpeg,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/5B/1B/1d9d358b-4380-4c8d-92ad-005e110f54bf.jpg,https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/1C/2C/9903f3d5-c459-4276-b337-d19a1ba1330c.jpg","Navy,White,Red,Black,Army Green","ASIA L,ASIA XL,ASIA 2XL,ASIA 3XL",""
"variation","","SKUE67015-Navy","Cotton Plain Chest Pocket Home Casual T-Shirt-Navy",1,"visible",1,10.09,10.09,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/1F/E9/56f2de31-72a9-4819-a1d3-7e9018e5f3ed.jpeg","Navy","","SKUE67015"
"variation","","SKUE67015-White","Cotton Plain Chest Pocket Home Casual T-Shirt-White",1,"visible",1,10.09,10.09,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/A9/B3/7cb0bc92-eb4a-426a-8880-66f53caed6b1.jpg","White","","SKUE67015"
"variation","","SKUE67015-Red","Cotton Plain Chest Pocket Home Casual T-Shirt-Red",1,"visible",1,10.09,10.09,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/8E/37/2c03bb96-47a8-4eac-926e-2d63e6fa6722.jpeg","Red","","SKUE67015"
"variation","","SKUE67015-Black","Cotton Plain Chest Pocket Home Casual T-Shirt-Black",1,"visible",1,10.09,10.09,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/5B/1B/1d9d358b-4380-4c8d-92ad-005e110f54bf.jpg","Black","","SKUE67015"
"variation","","SKUE67015-Army Green","Cotton Plain Chest Pocket Home Casual T-Shirt-Army Green",1,"visible",1,10.09,10.09,"Color","",1,"Size","",1,"https://imgaz1.chiccdn.com/thumb/large/oaupload/newchic/images/1C/2C/9903f3d5-c459-4276-b337-d19a1ba1330c.jpg","Army Green","","SKUE67015"
